Full URL,Page Type / AEM Template,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/intelligent-automotive-lighting,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive parts and components,Future of mobility,,/Light vehicles,/Automotive suppliers and supply chain|/Automotive OEMs,/Technical specialists|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/mapping-uber-robotaxi-technology-advancements,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,"Autonomous vehicles and ADAS|Mobility business models (Subscription, MaaS)",Future of mobility,,/Autonomous vehicles (AVs),,/Technical specialists|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/north-america-commercial-vehicle-market,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Data and forecasts,,Automotive industry forecast and analysis|Commercial vehicle market,,/Commercial vehicles|/Heavy-duty trucks,/Automotive OEMs|/Automotive suppliers and supply chain,/Market analyst|/OEM strategist,,/Short-form article,,/Market outlook campaign,/Polk Automotive Solutions,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/the-future-of-automotive-refrigerants,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive parts and components|Regulations and compliance,Automotive sustainability,/Emissions standards,/Light vehicles,/Automotive suppliers and supply chain,/Technical specialists|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/use-scenario-planning-to-navigate-uncertainty,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Case studies,Market volatility trends,Scenario planning insights,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,/Customer education / enablement,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/04/why-level-2-plus-is-outpacing-level-3-autonomous-driving,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS|Competitive landscape,Future of mobility,,/Autonomous vehicles (AVs),/Automotive OEMs|/Automotive suppliers and supply chain,/Technical specialists|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026-light-vehicle-production-forecast,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,Vehicle production forecasts|Automotive industry forecast and analysis,Automotive industry forecast and analysis,,/Light vehicles,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Product planner|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/automotive-aftermarket-industry-trends-2025,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Aftermarket parts and components,Automotive industry forecast and analysis,,,/Automotive aftermarket,/Aftermarket provider,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/automotive-loyalty-trends-2025,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty|Consumer behavior insights,Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Marketing and media agencies,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/commercial-vehicle-industry-analysis-mixed-recovery-ahead,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis|Commercial vehicle market,,/Commercial vehicles,/Automotive OEMs|/Fleet management and leasing,/Market analyst|/Fleet manager,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/fuel-for-thought-a-more-practical-future-for-autonomous-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/strategies-to-grow-customer-loyalty-automotive-industry,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty|Consumer behavior insights,Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Dealer / retailer,,/Short-form article,,,/Polk Automotive Solutions,,,
https://www.spglobal.com/automotive-insights/en/blogs/us-auto-inventory-levels,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Data and forecasts,Dealer and retail trends | Automotive supply chain disruption and resilience | Automotive supply chain,Automotive industry inventory inventory analysis|Dealer / retailer blogs resilience|Electric vehicle industry|Automotive supply blogs,,,/Automotive OEMs|/Automotive dealers and retailers,/Supply chain analyst|/Dealer / retailer,,/Short-form article,,,/Polk Automotive Solutions,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/us-auto-sales,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Market news and updates,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/auto-industry-tariffs-risk-substantial-disruptions,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/automakers-respond-to-25-percent-us-import-tariff,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/auto-tariffs-lead-to-forecast-downgrades,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/auto-tariffs-update-relief-complexity-automakers,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/economic-implications-of-war-automotive-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience | Macro-economic drivers | Automotive supply chain | Market volatility trends,Automotive industry forecast and analysis|Automotive supply chain,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/fluid-tariff-situation-drives-updates-vehicle-forecasts,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/future-of-uk-china-tariffs-negotiations,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/new-section-232-tariffs-target-truck-bus-imports,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/reciprocal-tariffs-automotive-industry-update,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/supreme-court-ieepa-tariffs-ruling-implications-automakers,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/tariff-negotiations-obba-auto-industry-impact,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/tariffs-on-auto-industry-extended-disruption-likely,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/trade-agreements-outside-united-states-come-to-forefront,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/trumps-automotive-tariffs-would-impact-nearly-all-oems,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/trumps-first-day-auto-industry-news,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/trump-tariffs-whats-next-for-automakers,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/trump-trade-update-japan-eu-auto-tariffs,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-auto-tariffs-disruption-hits-north-american-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-auto-tariffs-impact-on-auto-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-fuel-economy-changes-impact-automakers-consumers,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive sustainability and ESG|Regulations and compliance,Automotive sustainability,/Policy|/Fuel economy standards,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-import-tariffs-will-reset-automotive-value-chain,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs|/Automotive suppliers and supply chain,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-iran-war-global-auto-industry-impact,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience | Macro-economic drivers | Automotive supply chain | Market volatility trends,Automotive industry forecast and analysis|Automotive supply chain|Supply chain resilience,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-plans-new-truck-tariffs-commercial-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-tariff-changes-and-forecast-implications-2025-assumptions,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-tariffs-impact-trucking-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs|/Automotive suppliers and supply chain,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-trade-agreements-korea-tariffs,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/rapid-impact-analysis/us-trade-deals-global-auto-impact,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates|/Analysis and reports,Automotive industry forecast and analysis|Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker|/OEM strategist,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/mobility/en/Info/0425/the-mobility-paper-technology-evolution-02.html,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Technology and innovation,Future of mobility,,,/Automotive OEMs,/Product planner,,/Long-form article,,,,,,
https://www.spglobal.com/mobility/en/research-analysis/connectivity-and-ota-updates.html,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Connected cars and vehicles|Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/mobility/en/research-analysis/global-ev-demand-raises-concerns-about-battery-cell.html,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV adoption|EV battery technology|Automotive supply chain disruption and resilience,Electric vehicle industry,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/mobility/en/research-analysis/wealthy-americans-top-car-brands.html,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive consumer demand|Consumer behavior insights|Demographic trends,Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Marketing and media agencies,,/Short-form article,,,,North America,North America,United States
https://www.marketscan.com/ebooks/four-essential-topics-to-cover-in-your-saturday-sales-meeting/,Campaign page,Sales solutions,Asses and react to the market|Inform and activate the right offer,Sales and marketing effectiveness|Pricing and offer optimization,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute|/Monitor and optimize,/eBook (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepaper-leveraging-data-for-a-competitive-edge-in-automotive-finance/,Campaign page,Sales solutions,Find the right customers,Sales and marketing effectiveness,/Pricing analytics,,,/Analysis and reports,Dealer and retail trends|Pricing trends,Automotive consumer trends,,,/Automotive dealers and retailers|/Fleet management and leasing,/Dealer / retailer|/Leasing / financial services,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/3-step-guide-competing-dynamic-sales-environment/,Campaign page,Sales solutions,Asses and react to the market,Sales and marketing effectiveness,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/3-steps-simplify-amplify-complex-auto-retail-data-gain-most-value/,Campaign page,Sales solutions,Asses and react to the market,Sales and marketing effectiveness,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/3-strategies-for-automotive-lending-in-a-challenging-selling-environment/,Campaign page,Sales solutions,Find the right customers,Sales and marketing effectiveness,,,,/Analysis and reports,Dealer and retail trends|Pricing trends,Automotive consumer trends,,,/Automotive dealers and retailers|/Fleet management and leasing,/Dealer / retailer|/Leasing / financial services,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/3-tips-using-most-current-data-inform-automotive-rebate-incentive-initiatives/,Campaign page,Sales solutions,Inform and activate the right offer,Pricing and offer optimization|Sales and marketing effectiveness,/Incentive optimization,,,/Analysis and reports,Dealer and retail trends|Pricing trends,Automotive consumer trends,,,/Automotive OEMs|/Automotive dealers and retailers,/OEM strategist|/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/3-ways-to-increase-market-share-as-a-non-captive-lender/,Campaign page,Sales solutions,Find the right customers,Sales and marketing effectiveness,/Competitive benchmarking,,,/Analysis and reports,Competitive landscape,Automotive consumer trends,,,/Automotive dealers and retailers|/Fleet management and leasing,/Leasing / financial services,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/5-tips-to-improve-customer-experience-through-precise-transparent-pricing/,Campaign page,Sales solutions,Inform and activate the right offer,Pricing and offer optimization,/Pricing analytics,,,/Analysis and reports,Dealer and retail trends|Pricing trends,Automotive consumer trends,,,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/driving-growth-in-automotive-lending-under-pressure-a-practical-guide/,Campaign page,Sales solutions,Find the right customers,Sales and marketing effectiveness,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers|/Fleet management and leasing,/Leasing / financial services,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/four-questions-oems-should-consider-before-adjusting-ev-pricing/,Campaign page,Sales solutions,Inform and activate the right offer,Pricing and offer optimization|Technology and electrification intelligence,/Pricing analytics|/Incentive optimization,,,/Analysis and reports,Pricing trends|EV adoption,Electric vehicle industry,,/Electric vehicles (EVs),/Automotive OEMs,/OEM strategist|/Product planner,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/four-strategies-for-dealerships-facing-low-lease-returns/,Campaign page,Sales solutions,Asses and react to the market,Sales and marketing effectiveness|Loyalty,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,/Automotive dealers and retailers,/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.marketscan.com/whitepapers/using-a-single-data-partner-to-strengthen-incentive-strategy/,Campaign page,Sales solutions,Inform and activate the right offer,Pricing and offer optimization|Sales and marketing effectiveness,/Incentive optimization,,,/Analysis and reports,Pricing trends|Dealer and retail trends,Automotive industry forecast and analysis,,,/Automotive OEMs|/Automotive dealers and retailers,/OEM strategist|/Dealer / retailer,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,/Market Scan,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/forms/sdv-readiness-forecast-data-sample,Campaign page,Planning solutions,Plan the vehicle,Technology and electrification intelligence,/Technology and feature forecasting,,,/Data and forecasts,Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs,/Product planner|/Technical specialists,/Plan and forecast,,/Downloadable asset,/Research drop,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/2026-automotive-supplier-outlook-whitepaper,Campaign page,Planning solutions,Manage the supply chain|Asses and react to the market,,/Supplier and component analysis|/Market trend and performance analysis,,,/Analysis and reports,Automotive supply chain disruption and resilience,Automotive supply chain|Supply chain resilience,,,/Automotive suppliers and supply chain,/Supply chain analyst,,/Report / whitepaper (PDF),/Downloadable asset,/Annual outlook|/Research drop,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/construction-upfitters-hotspots-2026,Campaign page,Planning solutions,Target business opportunities,Forecasting and planning,/Market and sales forecasting,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis|Commercial vehicle market,,/Commercial vehicles|/Specialty vehicles,/Automotive suppliers and supply chain,/Supply chain analyst,/Plan and forecast,/Report / whitepaper (PDF),/Downloadable asset,/Research drop,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/end-of-life-vehicles-directive-guidance-for-oems,Campaign page,Planning solutions,Manage the supply chain,Risk and compliance management,/Compliance verification,,,/Analysis and reports,Regulations and compliance|Automotive sustainability and ESG|Vehicle residual value and lifecycle impact,Automotive sustainability,Regulatory context|/Policy|/Emissions standards,/Used vehicles,/Automotive OEMs,/OEM strategist|/Government / policy maker,/Explore and understand,/Report / whitepaper (PDF),/Downloadable asset,/Regulatory update,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/ev-revolution-europe-automotive-industry,Campaign page,Planning solutions,Plan the market|Plan the vehicle,Technology and electrification intelligence,/EV and electrification forecasting|/Charging and infrastructure analysis,,,/Analysis and reports,EV adoption|Global automotive markets,Electric vehicle industry,,/Electric vehicles (EVs),/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Product planner,/Explore and understand,/Report / whitepaper (PDF),/Downloadable asset,/Industry trend / thematic campaign,,Central Europe,West Europe,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/how-electric-vehicles-are-reshaping-component-sourcing,Campaign page,Planning solutions,Manage the supply chain,Technology and electrification intelligence,/Supplier and component analysis,,,/Analysis and reports,Automotive supply chain disruption and resilience,Automotive supply chain|Supply chain resilience|Electric vehicle industry,,/Electric vehicles (EVs),/Automotive OEMs|/Automotive suppliers and supply chain,/Procurement|/Supply chain analyst,/Explore and understand,/Report / whitepaper (PDF),/Downloadable asset,/Industry trend / thematic campaign,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/how-oems-are-responding-tariff-effects-us-market,Campaign page,Planning solutions,Plan the market,Forecasting and planning,/Scenario planning|/Market demand modeling,,,/Analysis and reports,Market volatility trends|Automotive tariffs and trade policy|Macro-economic drivers|Pricing trends,Automotive tariffs,Regulatory context|/Policy,/Light vehicles,/Automotive OEMs,/OEM strategist|/Government / policy maker,/Explore and understand,/Report / whitepaper (PDF),/Downloadable asset,/Regulatory update,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/leveraging-data-analytics-automotive-finance,Campaign page,Sales solutions,Find the right customers,Sales and marketing effectiveness|Loyalty,/Credit and lending trends|/Customer (1PD) data cleansing and enrichment,,,/Analysis and reports,,Automotive industry forecast and analysis,,,/Fleet management and leasing,/Leasing / financial services,/Activate and execute,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/light-vehicle-demand-outlook-2026,Campaign page,Planning solutions,Plan the market,Forecasting and planning,/Market and sales forecasting|/Market demand modeling,,,/Analysis and reports,Automotive consumer demand|Automotive industry forecast and analysis,Automotive industry forecast and analysis,,/Light vehicles|/New vehicles,/Automotive OEMs,/OEM strategist|/Product planner|/Market analyst,/Plan and forecast,/Report / whitepaper (PDF),/Downloadable asset,/Research drop|/Market outlook campaign,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/light-vehicle-production-outlook-2026,Campaign page,Planning solutions,Plan the market|Plan the vehicle,Forecasting and planning,/Production forecasting|/Market and sales forecasting,,,/Analysis and reports,Automotive industry forecast and analysis|Vehicle production forecasts,Automotive industry forecast and analysis,,/Light vehicles|/New vehicles,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Product planner|/Supply chain analyst,/Plan and forecast,/Report / whitepaper (PDF),/Downloadable asset,/Research drop|/Market outlook campaign,,,,
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/megatrends-for-north-american-automakers-to-watch-in-2026,Campaign page,Planning solutions,Plan the market|Target business opportunities,Forecasting and planning,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,/Light vehicles,/Automotive OEMs,/OEM strategist|/Product planner|/Competitive intelligence,/Explore and understand|/Plan and forecast,/Report / whitepaper (PDF),/Downloadable asset,/Industry trend / thematic campaign|/Regional spotlight,,North America,North America,United States|Canada|Mexico
https://www.spglobal.com/automotive-insights/en/forms/whitepaper-forms/real-world-scenario-planning-for-oem-agility,Campaign page,Planning solutions,Plan the market|Plan the vehicle,Forecasting and planning,/Scenario planning,,,/Analysis and reports,Market volatility trends|Automotive industry forecast and analysis,Automotive industry forecast and analysis|Scenario planning insights,,,/Automotive OEMs,/OEM strategist|/Product planner,/Plan and forecast,/Report / whitepaper (PDF),/Downloadable asset,/Customer education / enablement,,,,
